organization_uid,organization_name,organization_email,has_netsuite_id,netsuite_customer_id,external_id,hubspot_company_id,no_of_customers,is_active,created_at
ac77372d-c93e-493e-b392-b826ea96ba71,Andersen Organics,brian@andersenorganics.com,YES,1143,CUS0006,,2,True,2024-06-05T13:27:43.724Z
45a1003b-5558-4c04-8d1f-d5f1cbec0539,Amigo Farms,bwilliams@amigofarms.com,YES,1142,CUS0005,,0,True,2024-06-05T13:27:43.716Z
da040a31-fae4-4a73-9cca-a3c2da79849d,AA Carrots LTD,ross@aacarrots.co.uk,YES,1141,CUS0004,,1,True,2024-06-05T13:27:43.708Z
75baf7d7-5fa4-4272-af31-348c919a0ad0,A&M International Trading Inc.,jc95@yahoo.com,YES,1140,CUS0003,,2,True,2024-06-05T13:27:43.700Z
7764c8de-0656-477e-83d9-2a6c88ac5fba,9256-9672 Québec Inc.,benoit@fermebenjo.ca,YES,1040,CUS0002,,2,True,2024-06-05T13:27:43.668Z
216cf874-adde-4e40-a820-6e568df3ec90,Landgut Nemt,christoph.dobelt@landgut-nemt.de,NO,,,,1,True,2025-12-01T09:51:41.648Z
3c426acb-8066-45e5-8fe8-a00867e681ae,Rhone Bio,y.etter@rhonebio.ch,NO,,,,1,True,2025-11-24T09:09:12.390Z
35e65473-df51-471c-a66e-90570284e772,Koetsenruijter ,gkoetsen@hotmail.com,NO,,,,1,True,2025-11-24T08:45:59.720Z
703292ee-404a-43e3-b265-2261594a226a,Boettcher Gartenbau,s.boettcher@boettcher-gartenbau.de,NO,,,,1,True,2025-10-31T10:47:35.043Z
a162c4d0-018d-411b-8c2e-184691dd8daf,Henrich Vinnen GbR,hvinnen@gmail.com,NO,,,,1,True,2025-10-30T22:21:15.817Z
c446236a-e9d0-408d-b39c-cb477d9f88b4,Schäfer / Meyer GmbH,kontakt@bio-feldgemuese.de,NO,,,,1,True,2025-10-23T07:13:32.550Z
06d74510-6d85-45bb-9969-6db14d3413ff,Cuma Casdi ,didier.rosier981@orange.fr,NO,,,,1,True,2025-10-22T21:34:17.911Z
4944dc29-03ea-4007-adbf-8bdac0c8216f,Ellenholm & Vadensjö Jordbruks Ab ,info@ellenholm.se,NO,,,,1,True,2025-10-22T11:26:01.158Z
6bed8191-6a51-4043-9947-18cd986982cc,DanRoots A/S,kve@danroots.com,NO,,,,1,True,2025-10-22T11:02:08.511Z
39ef305a-5d30-4b03-af34-c6daab93bfb2,Ecotractor del sur,pedro@ecotractor.com,NO,,,,1,True,2025-10-14T09:50:30.854Z
cbb6080b-44f3-4e5d-9f7c-eccac602090d,County Line Harvest,clharvest@gmail.com,NO,,,,1,True,2025-09-06T15:52:04.740Z
67ad707a-6b0b-41c1-9e41-b7d39dc4dd89,Leaderbrand ,gordon.mcphail@leaderbrand.co.nz,NO,,,,1,True,2025-08-19T13:08:28.722Z
3bdeaec0-64ec-4881-bac4-55c64a6920a8,Tkm Bengard Farms LLC,,NO,,,29443713285,1,True,2025-07-30T21:45:54.378Z
528da124-02ab-4268-bf55-0c26313f9a94,Bio Latina,Biolatina@zuper.com,NO,,,,1,True,2025-07-24T19:55:05.230Z
ac0feb16-b6c6-41f2-b65a-ba3527eb4c76,Carbon Robotics BV,matiasb@carbonrobotics.com,NO,,,,3,True,2025-06-19T07:29:07.244Z
8f7c44f2-2374-4bb9-95c9-0a3d76ec0f16,Svihel Vegetable Farm,,NO,,,30482831758,1,False,2025-05-24T20:55:11.734Z
0d28c74a-00ef-4cb2-b1f9-68faf1e67f41,Huerta de Peralta S.A.T 413,Huerta@zuper.com,NO,,,,1,True,2025-04-05T07:38:15.268Z
4c4d4aa6-b4d9-4859-969d-ac6e44b78778,Chris test company,,NO,,,30145573515,1,True,2025-02-25T21:49:18.206Z
66714894-e65f-4f49-8356-ef0e3f36a0b6,Carbon Robotics,,NO,,,,30,True,2024-06-10T16:11:26.186Z
